title,writer,publisher,school,id_number,call_num,description,pubDate,img,catgory,rental_count,like_count,book,member,affiliation,rental_requset_member,rental_requset_status,rental_requset_data,rental_status,over_due_status,return_date,reservation_count
파인만의 물리학 강의 3,리처드 파인만,승산,대덕소프트웨어마이스터고등학교,EM00016535,420 파68ㅍ v.3 c.5,"'파인만의 물리학 강의'시리즈 중에서도 양자역학을 다루는 3권. 파인만은 1965년에 양자전기역학(Quantum Electrodynamics, QED)을 완성한 공로로 줄리언 슈윙거와 도모나가 신이치로와 함께 노벨 물리학상을 받았을 만큼 양자역학은 그의 전공 분야였다. 또한 파인만의 양자역학 강의는 당시 대학원 과정에서만 나오던 주제를 학부생을 대상으로 하는 개론 수업에서 가르친 첫 시도였다.",2009-05-12,https://image.aladin.co.kr/product/372/95/cover500/8961390244_1.jpg,국내도서>과학>물리학>물리학 일반,0,0,1,,1,,False,,False,False,,0
 침팬지도 이해하는 5분 수학,에르하르트 베렌츠,살림Math,대덕소프트웨어마이스터고등학교,EM00013212,410 베294ㅇ,"런던수학회, 미국수학회, 프랑스수학회 등 전 세계 수학자들이 강력 추천. 베렌츠 교수가 매주 월요일 독일의 유력 일간지인「벨트」지에 수학 칼럼을 연재하기 시작했다. 이 책은 <5분 수학> 칼럼을 묶어서 펴낸 것으로 연재 당시에 예상 밖의 큰 인기를 얻었다. 수학 칼럼이 한 일간지에 만2년에 걸쳐 100회나 연재된 것은 유례없는 일이다. 
",2012-05-10,https://image.aladin.co.kr/product/1699/81/cover500/8952218396_1.jpg,국내도서>과학>수학>쉽게 배우는 수학,0,0,1,,1,,False,,False,False,,0
숲 생태학 강의,차윤정,지성사,대덕소프트웨어마이스터고등학교,EM00010877,481.5 차66ㅅ,"생태학 분야 중에서도 육지 생태학, 그중에서도 숲을 중심적으로 다룬 책이다. 오랫동안 숲 생태를 연구하고 강의해 온 저자들이 그동안 자신들이 쌓아 온 학문적 성과와 현장에서 발견한 다양한 현상들에 대한 설명을 모아 한 권의 책으로 내놓았다.",2009-05-04,https://image.aladin.co.kr/product/367/44/cover500/8978891950_1.jpg,국내도서>과학>동물과 식물>식물 일반,0,0,1,,1,,False,,False,False,,0
 지도로 보는 세계 과학사,쑨자오룬,시그마북스,대덕소프트웨어마이스터고등학교,EM00010966,409 쑨72ㅅ,"인류가 쌓은 지식을 총망라한 ‘과학 일대기’와 같은 책이다. BC 7000년부터 시작하여 인류 최초의 과학이 싹트기 시작한 시기, 계몽시대의 과학, 근현대 과학의 위대한 혁명에 이르는 과학지식을 총망라한 것으로 방대한 자료를 수집한 뒤 필요한 것과 필요하지 않은 것을 선별하여 체계적으로 정리하였다.",2009-06-01,https://image.aladin.co.kr/product/403/79/cover500/8984453331_1.jpg,국내도서>과학>과학의 이해>과학사/기술사,0,0,1,,1,,False,,False,False,,0
일상 속의 물리학,세드리크 레이,에코리브르,대덕소프트웨어마이스터고등학교,EM00011128,420 레68ㅇ,"전구, 텔레비전, 냉장고, 전자레인지, 컴퓨터 등 우리가 흔히 사용하는 물건들에서 찾는 물리학 원리! 왜 백열전구의 필라멘트가 빛을 내고, 어떻게 석영 결정으로 초 단위의 시간을 측정하며, LCD 모니터는 무엇으로 이루어져 있을까? 위성항법장치(GPS)의 비밀은? 그 밖에 일상에서 늘 접하지만 대개 그 물리학 원리를 알지 못하는 각종 물건들은 어떻게 작동할까?",2009-08-14,https://image.aladin.co.kr/product/441/67/cover500/8962630206_1.jpg,국내도서>과학>물리학>쉽게 배우는 물리학,0,0,1,,1,,False,,False,False,,0
대단한 바다여행,윤경철,푸른길,대덕소프트웨어마이스터고등학교,EM00011149,454 윤14ㄷ,"길고 긴 시간의 바다가 한 권 안에 흐를 수 있도록 136가지의 흥미로운 질문을 연결하여 이야기의 흐름을 만들어 갔는데, 바다의 탄생부터 오늘에 이르기까지를 다루었다. 최초의 바다는 어떻게 생겨났는지 등 바다와 인간 생활, 여러 형태의 해양 오염과 재난 등의 이야기를 담았다.",2021-09-15,https://image.aladin.co.kr/product/27931/45/cover500/8962919133_1.jpg,국내도서>과학>지구과학>해양과학,0,0,1,,1,,False,,False,False,,0
 맛있고 간편한 과학도시락,김정훈,은행나무,대덕소프트웨어마이스터고등학교,EM00011250,400 김74ㄱ,"잠이 오지 않을 때 양을 세면 잠이 온다? 우주에서 맨 몸으로 몇 초나 버틸 수 있을까? 생활 곳곳에 숨겨진 과학의 비밀을 풀어주는 과학 상식서. 인터넷에 넘쳐나는 정보를 믿기엔 불안하고, 논문 같은 전문 자료는 복잡하다고 느낄 때, 이 책은 명쾌한 설명과 정확한 과학 근거를 바탕으로 호기심을 해결해준다. 인간생활, 질병, 뇌 이야기에서부터 우주에까지 총 8개 분야에 걸친 과학 이야기를 담았다.",2009-12-18,https://image.aladin.co.kr/product/594/96/cover500/8956603251_1.jpg,국내도서>과학>기초과학/교양과학,0,0,1,,1,,False,,False,False,,0
 지질학  생태학  생물학으로 본 지구의 역사,유리 카스텔프란치,세용출판,대덕소프트웨어마이스터고등학교,EM00011291,450 카57ㅈ,"'생명의 역사', '생태와 환경', '지질 및 기후’와 같이 주제별로 나누어 50억 년에 걸친 지구의 역사를 생생하게 보여주는 책이다. 50억 년 전 당시 별이 폭발하면서 우주 공간에 엄청난 가스 구름과 성간(星間) 먼지가 발생했다. 최초의 구름, 즉 성운은 수소, 헬륨, 납과 금 같은 무거운 물질로 이루어져 있었다.",2009-01-16,https://image.aladin.co.kr/product/271/33/cover500/8993196028_1.jpg,국내도서>과학>지구과학>지구,0,0,1,,1,,False,,False,False,,0
세상을 바꾼 열 가지 과학혁명,곽영직,한길사,대덕소프트웨어마이스터고등학교,EM00011323,400 곽64ㅅ,과학의 발전에 혁명적인 전환점을 만든 과학자들의 지적 여정을 따라가면서 인류가 이뤄낸 눈부신 과학적 성과들과 그 미래상을 그려보는 교양과학서이다. 물리학자이자 탁월한 과학저술가인 저자는 물리학.천문학.화학.생물학 등 여러 학문 분야를 넘나들면서 과학사의 주요 장면들을 포착했다.,2009-05-20,https://image.aladin.co.kr/product/409/62/cover500/8935658944_1.jpg,국내도서>과학>과학의 이해>과학사/기술사,0,0,1,,1,,False,,False,False,,0
속담으로 과학을 읽다,이보경 지브레인 과학기획팀,Gbrain(지브레인),대덕소프트웨어마이스터고등학교,IT00010735,400 이45ㅅ c.2,과학의 눈으로 바라본 속담에 대한 이야기이다. 풍자와 해학 그리고 직관적인 문장으로 내려오는 속담 속 과학은 소소한 생활 속에서 관차찰과 경험을 바탕으로 하고 있어 정통 과학이 아닐지라도 오랜 관찰에서 나온 경험 과학이다.,2023-08-10,https://image.aladin.co.kr/product/32131/53/cover500/8959797863_1.jpg,국내도서>과학>기초과학/교양과학,0,0,1,,1,,False,,False,False,,0
아인슈타인은 이렇게 말했다   50명의 과학자들이 알려주는 과학의 생각법,에른스트 페터 피셔,해나무,대덕소프트웨어마이스터고등학교,IT00010744,404 에297ㅇ c.2,과학사학자 에른스트 페터 피셔는 과학의 영역에서 탁월한 업적을 뽐냈던 이들의 ‘천재적인 과학자’로서의 면모가 아닌 ‘지혜로운 과학자’로서의 면모를 보여주고 있는 책이다.,2019-05-20,https://image.aladin.co.kr/product/19314/10/cover500/k572635306_1.jpg,국내도서>과학>기초과학/교양과학,0,0,1,,1,,False,,False,False,,0
수학으로 들어가 과학으로 나오기   사고 습관을 길러주는 흥미로운 이야기들,리용러,하이픈,대덕소프트웨어마이스터고등학교,IT00010772,400 리65ㅅ c.2,"삶에 지식을 더하고, 사고 습관을 길러주는, 일상에서 배우는 수학과 물리. 수많은 호기심과 끊임없는 궁금증은 우리의 평범한 일상을 신나고 재미있게 만든다. 그래서 우리는 하나의 주제로 여러 가지를 생각할 수 있다. 그 예로, 본문에 실린 다양한 주제 중 ‘일기예보는 왜 자주 틀릴까?’가 있다.",2025-06-13,https://image.aladin.co.kr/product/36571/41/cover500/k252039340_1.jpg,국내도서>과학>기초과학/교양과학,0,0,1,,1,,False,,False,False,,0
과학사 대논쟁 10가지   과학사의 흐름을 바꾼 열 가지 이야기,핼 헬먼,가람기획,대덕소프트웨어마이스터고등학교,IT00010799,409 핼94ㄱ,대중 과학 저술가로 활동하는 핼 헬먼이 20년 동안 수집한 자료를 바탕으로 17세기에서 20세기 사이 과학계에서 벌어진 가장 격렬한 열 가지 논쟁을 엮은 책이다.,2019-06-14,https://image.aladin.co.kr/product/19398/73/cover500/8984355216_1.jpg,국내도서>과학>과학의 이해>과학사/기술사,0,0,1,,1,,False,,False,False,,0
 이야기로 아주 쉽게 배우는 삼각함수,더글라스 다우닝,이지북,대덕소프트웨어마이스터고등학교,EM00014205,410 다66ㅅ c.2,"난해하다고 여겨지는 삼각함수를 판타지 소설의 형식에 대입하여 쉽게 풀이했다. 수학의 기본적인 개념에서부터 시작하여 태양의 고도재기, 음악에서 소리의 파동 분석하기 같은 실제적인 적용까지 다룬다. 각 함수의 정의와 특수한 값들 같은 외워둘 필요가 있는 개념들을 따로 정리했고, 각 장마다 연습문제를 실었다.",2006-03-09,https://image.aladin.co.kr/product/63/4/cover500/8956241554_1.jpg,국내도서>과학>수학>쉽게 배우는 수학,0,0,1,,1,,False,,False,False,,0
파인만의 물리학 강의 3,리처드 파인만,승산,대덕소프트웨어마이스터고등학교,EM00016534,420 파68ㅍ v.3 c.4,"'파인만의 물리학 강의'시리즈 중에서도 양자역학을 다루는 3권. 파인만은 1965년에 양자전기역학(Quantum Electrodynamics, QED)을 완성한 공로로 줄리언 슈윙거와 도모나가 신이치로와 함께 노벨 물리학상을 받았을 만큼 양자역학은 그의 전공 분야였다. 또한 파인만의 양자역학 강의는 당시 대학원 과정에서만 나오던 주제를 학부생을 대상으로 하는 개론 수업에서 가르친 첫 시도였다.",2009-05-12,https://image.aladin.co.kr/product/372/95/cover500/8961390244_1.jpg,국내도서>과학>물리학>물리학 일반,0,0,1,,1,,False,,False,False,,0
파인만의 또 다른 물리이야기,리처드 파인만,승산,대덕소프트웨어마이스터고등학교,EM00016498,420 파68ㅍ c.3,"파인만이 칼텍(캘리포니아 공과대학)에서 강의한 <파인만의 물리학 강의> 중 그다지 쉽지 않은 강의를 선정해 펴낸 책이다. 블랙홀, 웜홀, 원자 에너지, 휘어진 시공간 등 아이슈타인의 상대성이론을 설명한다.",2003-09-22,https://image.aladin.co.kr/product/43/36/cover500/8988907507_2.jpg,국내도서>과학>물리학>쉽게 배우는 물리학,0,0,1,,1,,False,,False,False,,0
파인만의 물리학 강의 1,리처드 파인만,승산,대덕소프트웨어마이스터고등학교,EM00016513,420 파68ㅍ v.1 c.3,"이미 널리 알려진 <파인만의 물리학 강의>의 100% 완역본. 책은 파인만이 1961~1962년에 캘리포니아 공과대학(칼텍)의 1, 2학년생들을 대상으로 했던 강의의 내용을 편집한 것이다. 1권은 총 52개의 장으로 구성되어 있으며 역학, 열역학, 복사를 주로 다루고 있다.",2004-09-10,https://image.aladin.co.kr/product/51/61/cover500/8988907639_1.gif,국내도서>과학>물리학>물리학 일반,0,0,1,,1,,False,,False,False,,0
파인만의 물리학 강의 1 1,리처드 파인만,승산,대덕소프트웨어마이스터고등학교,EM00016519,420 파68ㅍ v.1-1 c.4,"이미 널리 알려진 <파인만의 물리학 강의>의 100% 완역본. 책은 파인만이 1961~1962년에 캘리포니아 공과대학(칼텍)의 1, 2학년생들을 대상으로 했던 강의의 내용을 편집한 것이다. 1권은 총 52개의 장으로 구성되어 있으며 역학, 열역학, 복사를 주로 다루고 있다.",2004-09-10,https://image.aladin.co.kr/product/51/61/cover500/8988907639_1.gif,국내도서>과학>물리학>물리학 일반,0,0,1,,1,,False,,False,False,,0
파인만의 물리학 강의 1 2,리처드 파인만,승산,대덕소프트웨어마이스터고등학교,EM00016523,420 파68ㅍ v.1-2 c.3,"책은 파인만이 1961~1962년에 캘리포니아 공과대학(칼텍)의 1, 2학년생들을 대상으로 했던 강의의 내용을 편집한 것이다. 1부는 총 52개의 장으로 구성되어 있으며 역학, 열역학, 복사를 주로 다루고 있다. (이어 출간될 2부와 3부는 각각 전자기학과 양자역학을 주로 다룬다.)",2004-09-10,https://image.aladin.co.kr/product/51/64/cover500/8988907655_1.jpg,국내도서>과학>물리학>물리학 일반,0,0,1,,1,,False,,False,False,,0
파인만의 물리학 강의 1 2,리처드 파인만,승산,대덕소프트웨어마이스터고등학교,EM00016525,420 파68ㅍ v.1-2 c.5,"책은 파인만이 1961~1962년에 캘리포니아 공과대학(칼텍)의 1, 2학년생들을 대상으로 했던 강의의 내용을 편집한 것이다. 1부는 총 52개의 장으로 구성되어 있으며 역학, 열역학, 복사를 주로 다루고 있다. (이어 출간될 2부와 3부는 각각 전자기학과 양자역학을 주로 다룬다.)",2004-09-10,https://image.aladin.co.kr/product/51/64/cover500/8988907655_1.jpg,국내도서>과학>물리학>물리학 일반,0,0,1,,1,,False,,False,False,,0
엉터리 과학 상식 바로잡기 1,칼 크루스젤니키,민음인,대덕소프트웨어마이스터고등학교,EM00010883,400 크296ㅇ v.1,"변기 의자와 사무실 책상 중 어느 쪽이 더 깨끗할까? 우리는 정말 뇌의 10퍼센트만 사용하고 있을까? 이 책은 누구나 별 의심없이 상식으로 받아들이는 속설 속 오류를 과학적으로 바로잡아준다. 어처구니없는 오해, 영화와 방송이 만들어 낸 가짜 상식들을 살펴보고 이를 뒤집는 유쾌한 과학 이야기.",2009-11-06,https://image.aladin.co.kr/product/581/60/cover500/899633412x_1.jpg,국내도서>과학>기초과학/교양과학,0,0,1,,1,,False,,False,False,,0
스파게티 사이언스,믹 오헤어,이마고,대덕소프트웨어마이스터고등학교,EM00010907,407.33 오94ㅅ,"전문가가 아닌 일반인이 집에서 빛의 속도를 측정하고 DNA를 추출할 수 있을까? 상당한 과학지식과 정교한 장비들이 필요한 일이라는 생각에 선뜻 엄두가 안 날지 모른다. 그러나 이 책은 초콜릿과 전자레인지, 막대자만 있으면 누구나 빛의 속도를 잴 수 있다고 용기를 준다. 또 소금물과 물비누, 도수 높은 술이 우리 몸속의 DNA를 확인하는 데 필요한 전부라고 말한다.",2009-04-13,https://image.aladin.co.kr/product/359/98/cover500/8990429781_1.jpg,국내도서>과학>기초과학/교양과학,0,0,1,,1,,False,,False,False,,0
 쉬운 과학사,구자현,이담Books(한국학술정보),대덕소프트웨어마이스터고등학교,EM00011095,409 구72ㄱ,오늘날의 과학이 성립하기까지 어떻게 발전이 이루어져 왔는지 역사적 순서에 따라 논의를 전개하는 책이다. 서양과학사에서 중요한 인물을 중심으로 논의를 전개한다. 대학생이나 일반인들이 쉽게 읽을 수 있으면서도 한 가지 주제에 대해서 심도 있게 다루는 데 초점을 맞추었다.,2009-01-28,https://image.aladin.co.kr/product/330/32/cover500/8953409276_1.jpg,국내도서>과학>과학의 이해>과학사/기술사,0,0,1,,1,,False,,False,False,,0
 북태평양의 은빛 영혼 연어를 찾아서,프리먼 하우스,돌베개,대덕소프트웨어마이스터고등학교,EM00011279,497.5 하66ㅇ,"한 때는 '연어사냥꾼'이었고, 현재는 야생 왕연어의 번식과 회귀를 돕는 '생명운동'을 하고 있는 저자의 자전적 에세이. 작은 시골 마을로 해마다 찾아오는 왕연어를 통해 현대 산업사회의 자연 착취와 인간성 파괴의 실상을 보여준다. 저자는 야생 왕연어의 번식과 회귀를 돕는 일이, 곧 자본주의 사회의 비정한 시스템 속 파괴되어 가는 자신을 회복하는 의지라고 말한다.",2009-12-21,https://image.aladin.co.kr/product/599/84/cover500/8971993685_1.jpg,국내도서>과학>동물과 식물>동물 일반,0,0,1,,1,,False,,False,False,,0
 그림으로 이해하는 생태사상,김윤성,개마고원,대덕소프트웨어마이스터고등학교,EM00011335,539.9 김66ㅅ,"<그림으로 이해하는 교양사전> 시리즈 중에 한 권으로, 마흔여덟 개의 생태사상용어를 풀이한 책이다. <그림으로 이해하는 생태사전>은 '생태'와 '환경'의 의미를 혼란스러워하는 이들을 위해 공해와 환경, 생태의 차이에 대해 설명하는 등 다양한 용어를 풀이한다. 생태주의 관점에서 19세기 이후에 발전한 생태사상을 집중적으로 다루었다.",2009-10-30,https://image.aladin.co.kr/product/486/72/cover500/8957691081_1.jpg,국내도서>과학>생명과학>생태학,0,0,1,,1,,False,,False,False,,0
사람의 자리,전치형,이음,대덕소프트웨어마이스터고등학교,IT00015125,331.5412 전819ㅅ c.3,『사람의 자리: 과학의 마음에 닿다』가 2021년 서울국제도서전을 맞아 기존의 원고에 그동안 새롭게 쓰인 원고를 더하여 두 권의 책 『사람의 자리: 삶을 지켜내는 과학을 위하여』와 『로봇의 자리: 사람이 아닌 것들과 함께 사는 방법』으로 재탄생했다.,2021-09-08,https://image.aladin.co.kr/product/27902/87/cover500/k922734407_1.jpg,국내도서>과학>기초과학/교양과학,0,0,1,,1,,False,,False,False,,0
촛불 하나의 과학,마이클 패러데이,인간희극,대덕소프트웨어마이스터고등학교,IT00010776,430 패294ㅊ c.2,기초과학의 중요성을 언급할 때 빼놓지 않고 등장하는 마이클 패러데이의 <촛불 하나의 과학>은 과학 꿈나무들에게 과학의 재미와 실제적인 접근 방법을 알려준다는 점에서 패러데이의 탁월한 강연 능력이 집약된 책이라고 할 수 있다.,2019-10-31,https://image.aladin.co.kr/product/21172/35/cover500/8993784647_2.jpg,국내도서>과학>화학>쉽게 배우는 화학,0,0,1,,1,,False,,False,False,,0
 이야기로 아주 쉽게 배우는 삼각함수,더글라스 다우닝,이지북,대덕소프트웨어마이스터고등학교,EM00014208,410 다66ㅅ c.5,"난해하다고 여겨지는 삼각함수를 판타지 소설의 형식에 대입하여 쉽게 풀이했다. 수학의 기본적인 개념에서부터 시작하여 태양의 고도재기, 음악에서 소리의 파동 분석하기 같은 실제적인 적용까지 다룬다. 각 함수의 정의와 특수한 값들 같은 외워둘 필요가 있는 개념들을 따로 정리했고, 각 장마다 연습문제를 실었다.",2006-03-09,https://image.aladin.co.kr/product/63/4/cover500/8956241554_1.jpg,국내도서>과학>수학>쉽게 배우는 수학,0,0,1,,1,,False,,False,False,,0
흙을 살리는 자연의 위대한 생명들,제임스 B. 나르디,상상의숲,대덕소프트웨어마이스터고등학교,EM00011142,521.87 나297ㅎ,"흙과 흙 속 생명에 대한 그동안의 방대한 연구 성과를 한 자리에 모은 책으로,  확대경으로 들여다본 듯 살아 있는 지하 세계가 거침없이 펼쳐진다.",2009-06-26,https://image.aladin.co.kr/product/415/68/cover500/8996160431_1.jpg,국내도서>과학>생명과학>생물학,0,0,1,,1,,False,,False,False,,0
 세상을 바꾼 위대한 과학 에세이,마틴 가드너,파워북,대덕소프트웨어마이스터고등학교,EM00011225,404 가27ㅇ,"과학 저술가인 마틴 가드너가 자신의 경험과 식견을 가지고 인류 역사에 영향을 끼친 위대한 과학 에세이를 28편을 선정하여 소개한 책이다. 이는 다윈, 파브르, 아인슈타인, 프로이드, 존 듀이 등, 대부분은 우리가 잘 아는 과학자와 철학자들의 유명한 저술이나 강연에서 발췌한 것이다.",2009-06-20,https://image.aladin.co.kr/product/413/60/cover500/8981601356_1.jpg,국내도서>과학>기초과학/교양과학,0,0,1,,1,,False,,False,False,,0
색  마술쇼에 빠져 볼까 ,김혜경,해나무(북하우스),대덕소프트웨어마이스터고등학교,EM00011310,425.7 김94ㅅ,"색은 도대체 어디에 숨어 있었던 것일까? 마치 마술사의 손길이 닿은 듯 사물들은 빛을 만나면 제각각 색을 드러낸다. 과연 무슨 비밀이 있어 색깔이 나타나는 것일까? 이 책은 색과 빛의 원리를 살펴보면서, 인간이 색을 어떻게 발견하고 소유했는지, 어떻게 만들어내고 표현해왔는지를 펼쳐 보여준다.",2009-03-23,https://image.aladin.co.kr/product/350/52/cover500/8956053340_1.jpg,국내도서>과학>화학>쉽게 배우는 화학,0,0,1,,1,,False,,False,False,,0
아인슈타인은 이렇게 말했다   50명의 과학자들이 알려주는 과학의 생각법,에른스트 페터 피셔,해나무,대덕소프트웨어마이스터고등학교,IT00010743,404 에297ㅇ,과학사학자 에른스트 페터 피셔는 과학의 영역에서 탁월한 업적을 뽐냈던 이들의 ‘천재적인 과학자’로서의 면모가 아닌 ‘지혜로운 과학자’로서의 면모를 보여주고 있는 책이다.,2019-05-20,https://image.aladin.co.kr/product/19314/10/cover500/k572635306_1.jpg,국내도서>과학>기초과학/교양과학,0,0,1,,1,,False,,False,False,,0
 이야기로 아주 쉽게 배우는 삼각함수,더글라스 다우닝,이지북,대덕소프트웨어마이스터고등학교,EM00014204,410 다66ㅅ,"난해하다고 여겨지는 삼각함수를 판타지 소설의 형식에 대입하여 쉽게 풀이했다. 수학의 기본적인 개념에서부터 시작하여 태양의 고도재기, 음악에서 소리의 파동 분석하기 같은 실제적인 적용까지 다룬다. 각 함수의 정의와 특수한 값들 같은 외워둘 필요가 있는 개념들을 따로 정리했고, 각 장마다 연습문제를 실었다.",2006-03-09,https://image.aladin.co.kr/product/63/4/cover500/8956241554_1.jpg,국내도서>과학>수학>쉽게 배우는 수학,0,0,1,,1,,False,,False,False,,0
 이야기로 아주 쉽게 배우는 대수학,더글라스 다우닝,이지북,대덕소프트웨어마이스터고등학교,EM00014233,412 다66ㄷ c.5,"몇 가지의 기본 공리와 정의로부터 방대한 대수의 전체적 논리체계가 전개되는, 대수 자체의 논리적 구조의 명쾌함을 준다. 처음에는 복잡하게 보이는 개념이 나중엔 아주 간단한 식으로 변하는 편리한 도구가 대수이다. 수학적 사고와 논리성 계발을 통해 수학과 친해지도록 한다.",2008-03-19,https://image.aladin.co.kr/product/195/14/cover500/8956243085_1.jpg,국내도서>과학>수학>쉽게 배우는 수학,0,0,1,,1,,False,,False,False,,0
수학 수식 미술관,박구연,지브레인,대덕소프트웨어마이스터고등학교,IT00009082,410 박16ㅅ,"책에 소개한 50개의 수학 공식은 우리의 삶에 크게 영향을 주었으며 여전히 실생활에서 필요한 것들이다. 어떤 공식은 사회와 과학에 크게 기여했고, 수학자들의 깊은 고민이 업적으로 발전해 수학계를 성장시킨 것도 있다. 그리고 4차 산업에 중요하게 쓰이거나 당장 필요한 공식도 있다.",2018-08-02,https://image.aladin.co.kr/product/15850/29/cover500/8959795658_1.jpg,국내도서>과학>수학>쉽게 배우는 수학,0,0,1,,1,,False,,False,False,,0
미술관에 간 수학자,이광연,어바웃어북,대덕소프트웨어마이스터고등학교,IT00010623,410 이15ㅁ c.2,미술사에서 수학이 어떻게 회화의 구도를 바꾸는 결정적인 계기가 되었는지를 신화와 역사를 곁들여 시종일관 흥미진진하게 이야기한다. 아울러 수학의 역사가 새겨진 중요한 사료로서의 가치를 지닌 미술작품들을 발굴해 그 속에 감춰진 뒷이야기까지 낱낱이 파헤친다.,2025-08-07,https://image.aladin.co.kr/product/36868/61/cover500/k172030608_1.jpg,국내도서>과학>수학>쉽게 배우는 수학,0,0,1,,1,,False,,False,False,,0
미술관에 간 수학자,이광연,어바웃어북,대덕소프트웨어마이스터고등학교,IT00009083,410 이15ㅁ,미술사에서 수학이 어떻게 회화의 구도를 바꾸는 결정적인 계기가 되었는지를 신화와 역사를 곁들여 시종일관 흥미진진하게 이야기한다. 아울러 수학의 역사가 새겨진 중요한 사료로서의 가치를 지닌 미술작품들을 발굴해 그 속에 감춰진 뒷이야기까지 낱낱이 파헤친다.,2025-08-07,https://image.aladin.co.kr/product/36868/61/cover500/k172030608_1.jpg,국내도서>과학>수학>쉽게 배우는 수학,0,0,1,,1,,False,,False,False,,0
 장하석의 과학  철학을 만나다,장하석,지식플러스,대덕소프트웨어마이스터고등학교,IT00003993,401 장92ㄱ,"과학과 철학의 만남이라…… 생소하면서도 호기심이 인다. 이론과 실험, 공식과 수식 등으로 중무장을 해서 인간이라는 존재가 비집고 들어갈 틈이 전혀 없어 보이는 과학과, 인생과 인간에 대한 탐구의 정수인 철학의 만남이라니! 전혀 교집합이 없어 보이는 이 두 가지 학문이 어떻게 만난다는 것일까? 혹은 왜 만나야 하는 것일까?",2025-01-10,https://image.aladin.co.kr/product/35478/44/cover500/k072035549_1.jpg,국내도서>과학>과학의 이해>과학사상,0,0,1,,1,,False,,False,False,,0
셜록 홈스의 과학,E.J. 와그너,한승,대덕소프트웨어마이스터고등학교,EM00009915,361.431 와17ㅅ,"오랫동안 많은 셜로키언의 사랑을 받으며 지금까지도 ‘홈스’ 열풍을 일으키는 과학 탐정, 셜록 홈스! 과학과 기술이 발전하고, 과학이 존중받는 시절에 활동한 홈스와 그를 창조한 작가, 아서 코난 도일의 초기 일생을 시대상으로 고려한 관점에서 살펴볼 수 있다.",2025-03-27,https://image.aladin.co.kr/product/36114/85/cover500/k942038067_1.jpg,국내도서>과학>기초과학/교양과학,0,0,1,,1,,False,,False,False,,0
부분과 전체,하이젠베르그,지식산업사,대덕소프트웨어마이스터고등학교,IT00006171,429.04 하68ㅂ c.5,"우리 시대 대표적인 과학의 고전 <부분과 전체>의 증보개정판이다. 이번 판에는 기존 판의 크고 작은 몇 개의 오류를 바로잡았고, 특히 스웨덴 노벨 재단The Nobel Foundation의 호의적인 허락으로 1932년 노벨 물리학상을 수상한 하이젠베르크의 노벨 강연을 실었다.",2023-06-15,https://image.aladin.co.kr/product/31817/29/cover500/k362833412_1.jpg,국내도서>과학>과학의 이해>과학고전,0,0,1,,1,,False,,False,False,,0
인간현상,테야르 드 샤르댕,한길사,대덕소프트웨어마이스터고등학교,EM00006100,166.8 샤297ㅇ,"세창명저산책 66권. 가톨릭 신부이자 고생물학자인 피에르 테야르 드샤르댕. 테야르 드 샤르댕의 <인간현상>을 해설함으로써, 정체성의 혼란을 겪을 수 있는 인류의 자기이해를 돕고자 하는 책이다.",2019-07-31,https://image.aladin.co.kr/product/19999/93/cover500/8955865619_1.jpg,국내도서>인문학>서양철학>근대철학>근대철학 일반,0,0,1,,1,,False,,False,False,,0
미술관에 간 수학자,이광연,어바웃어북,대덕소프트웨어마이스터고등학교,IT00010625,410 이15ㅁ c.4,미술사에서 수학이 어떻게 회화의 구도를 바꾸는 결정적인 계기가 되었는지를 신화와 역사를 곁들여 시종일관 흥미진진하게 이야기한다. 아울러 수학의 역사가 새겨진 중요한 사료로서의 가치를 지닌 미술작품들을 발굴해 그 속에 감춰진 뒷이야기까지 낱낱이 파헤친다.,2025-08-07,https://image.aladin.co.kr/product/36868/61/cover500/k172030608_1.jpg,국내도서>과학>수학>쉽게 배우는 수학,0,0,1,,1,,False,,False,False,,0
과학하고 앉아있네 1  이정모의 공룡과 자연사,원종우 이정모,동아시아,대덕소프트웨어마이스터고등학교,IT00009091,404 원75ㄱ v.1,팟캐스트 방송 ‘과학하고 앉아있네’를 책으로 엮은 교양과학 시리즈 중 그 첫 번째 책이다. 과학전문 팟캐스트 방송 ‘과학하고 앉아있네’는 과학 전반에 걸쳐 다방면으로 일하는 [과학과 사람들]이 만든 프로그램이다.,2015-01-20,https://image.aladin.co.kr/product/5196/34/cover500/s982532624_1.jpg,국내도서>과학>기초과학/교양과학,0,0,1,,1,,False,,False,False,,0
과학하고 앉아있네 2  이명현의 외계인과 UFO,원종우 이명현,동아시아,대덕소프트웨어마이스터고등학교,IT00009092,404 원75ㄱ v.2,,,,,0,0,1,,1,,False,,False,False,,0
과학하고 앉아있네 4  김상욱의 양자역학 더 찔러보기,원종우 김상욱,동아시아,대덕소프트웨어마이스터고등학교,IT00009094,420 원75ㄱ v.4,‘스낵 사이언스’ 시리즈 4권. 그 어렵다는 양자역학을 어떻게 하면 쉽게 이해할 수 있을까? 부산대학교 물리교육과 김상욱 교수가 양자역학이라는 어려운 주제에 대해 명쾌하고도 쉽게 이해할 수 있도록 돕는다.,2016-03-23,https://image.aladin.co.kr/product/7492/5/cover500/s472534371_1.jpg,국내도서>과학>물리학>양자역학,0,0,1,,1,,False,,False,False,,0
