title,writer,publisher,school,id_number,call_num,description,pubDate,img,catgory,rental_count,like_count,book,member,affiliation,rental_requset_member,rental_requset_status,rental_requset_data,rental_status,over_due_status,return_date,reservation_count
오픈플로우를 활용한 SDN 입문,시아마크 아조돌몰키,에이콘,대덕소프트웨어마이스터고등학교,EM00015593,004.5 아75ㅇ c.4,acorn+PACKT 시리즈. 소프트웨어 정의 네트워크(Software Defined Networking)라는 새로운 네트워크 제어 기술에 대한 실무 중심의 소개를 제공한다.,2014-09-23,https://image.aladin.co.kr/product/4637/19/cover500/8960776092_1.jpg,국내도서>컴퓨터/모바일>OS/Networking>네트워크 구축,0,0,1,,1,,False,,False,False,,1
왜 시스템 개발만 하면 싸워댈까 ,호소카와요시히로,위키북스,대덕소프트웨어마이스터고등학교,EM00015603,325.1 호55ㅇ c.4,위키북스 IT Leaders 시리즈 21권. 이 책은 여러 IT 분쟁 사례를 비롯해 저자가 IT 기술자였던 시절과 컨설턴트 시절에 겪은 경험을 바탕으로 프로젝트의 실패 원인을 분석하고 해결책을 고민해 정리한 책이다.,2014-10-30,https://image.aladin.co.kr/product/4796/64/cover500/8998139693_1.jpg,국내도서>컴퓨터/모바일>프로그래밍 개발/방법론>프로그래밍 기초/개발 방법론,0,0,1,,1,,False,,False,False,,1
왜 시스템 개발만 하면 싸워댈까 ,호소카와요시히로,위키북스,대덕소프트웨어마이스터고등학교,EM00015604,325.1 호55ㅇ c.5,위키북스 IT Leaders 시리즈 21권. 이 책은 여러 IT 분쟁 사례를 비롯해 저자가 IT 기술자였던 시절과 컨설턴트 시절에 겪은 경험을 바탕으로 프로젝트의 실패 원인을 분석하고 해결책을 고민해 정리한 책이다.,2014-10-30,https://image.aladin.co.kr/product/4796/64/cover500/8998139693_1.jpg,국내도서>컴퓨터/모바일>프로그래밍 개발/방법론>프로그래밍 기초/개발 방법론,0,0,1,,1,,False,,False,False,,1
웹 해킹을 위한 칼리 리눅스,조셉 뮤니즈,에이콘,대덕소프트웨어마이스터고등학교,EM00015619,004.61 뮤198ㅇ c.5,"칼리 리눅스를 이용해 수행할 수 있는 많은 공격들 중 기초적이면서 가장 많이 사용되는 웹 해킹 기술에 대해 알아보고 관련 툴들을 살펴본다. 정보 수집부터 웹 해킹, 그리고 보고서 작성까지 모의해킹의 전반적인 흐름을 이해하는 데 도움을 줄 것이다.
",2014-11-28,https://image.aladin.co.kr/product/4918/39/cover500/8960776327_1.jpg,국내도서>컴퓨터/모바일>OS/Networking>네트워크 보안/해킹,0,0,1,,1,,False,,False,False,,1
유니티로 게임을 만드는 10가지 방법,카토우마사키,한빛미디어,대덕소프트웨어마이스터고등학교,EM00015633,005.11 카885ㅇ c.4,"클릭 액션 게임, 조각 그림 퍼즐 게임, 도트 잇 게임, 3D 사운드 탐색 게임, 리듬 액션 게임, 전방향 스크롤 슈팅 게임, 블록 퍼즐 액션 게임, 점핑 액션 게임, 롤플레잉 게임, 레이싱 게임을 만드는 방법을 체계적으로 배우게 될 것이다.",2017-02-01,https://image.aladin.co.kr/product/10105/12/cover500/8968484643_1.jpg,국내도서>컴퓨터/모바일>프로그래밍 개발/방법론>게임 프로그래밍,0,0,1,,1,,False,,False,False,,1
이것이 C언어다,서현우,한빛미디어,대덕소프트웨어마이스터고등학교,EM00018016,005.13 서94ㅇ c.6,저자가 10년 넘게 프로그램과 C 언어 입문자에게 강의하면서 얻게 된 '입문자에게 진정으로 필요하고 절실한 내용'을 담았다. 모든 장은 '학습 목표'를 제시하고 목표 달성에 알맞은 예제와 초보자의 눈높이에 맞힌 설명이 이어진다.,2014-05-20,https://image.aladin.co.kr/product/4114/21/cover500/8968481024_1.jpg,국내도서>컴퓨터/모바일>프로그래밍 언어>C,0,0,1,,1,,False,,False,False,,1
인사이드 자바스크립트,송형주,한빛미디어,대덕소프트웨어마이스터고등학교,EM00015656,005.13 송94ㅇ c.2,"자바스크립트의 핵심 원리, 언어적 특성을 정확하고 알기 쉽게 설명하는 책. 국내 개발환경, 입문/초급 개발자 수준에 맞춰 그림과 rule을 통해 이해하기 쉽게 설명한다.",2014-01-02,https://image.aladin.co.kr/product/3448/66/cover500/8968480656_1.jpg,국내도서>컴퓨터/모바일>웹디자인/홈페이지>HTML/JavaScript,0,0,1,,1,,False,,False,False,,1
인사이드 자바스크립트,송형주,한빛미디어,대덕소프트웨어마이스터고등학교,EM00015659,005.13 송94ㅇ c.5,"자바스크립트의 핵심 원리, 언어적 특성을 정확하고 알기 쉽게 설명하는 책. 국내 개발환경, 입문/초급 개발자 수준에 맞춰 그림과 rule을 통해 이해하기 쉽게 설명한다.",2014-01-02,https://image.aladin.co.kr/product/3448/66/cover500/8968480656_1.jpg,국내도서>컴퓨터/모바일>웹디자인/홈페이지>HTML/JavaScript,0,0,1,,1,,False,,False,False,,1
임베디드 소프트웨어의 모든 것,콜린 윌즈,에이콘,대덕소프트웨어마이스터고등학교,EM00015665,005.43 윌77ㅇ,"에이콘 임베디드 시스템 프로그래밍 시리즈. 이 책에서는 임베디드 엔지니어가 성공하기 위해 알아둬야 할 모든 핵심 주제들, 즉 설계와 개발, 프로그래밍, C/C++와 UML 언어, 실시간 운영체제 고려사항, 네트워킹 등을 다룬다.",2014-08-28,https://image.aladin.co.kr/product/4505/40/cover500/8960775991_1.jpg,국내도서>컴퓨터/모바일>프로그래밍 개발/방법론>모바일/무선/임베디드 프로그래밍,0,0,1,,1,,False,,False,False,,1
임베디드 소프트웨어의 모든 것,콜린 윌즈,에이콘,대덕소프트웨어마이스터고등학교,EM00015666,005.43 윌77ㅇ c.2,"에이콘 임베디드 시스템 프로그래밍 시리즈. 이 책에서는 임베디드 엔지니어가 성공하기 위해 알아둬야 할 모든 핵심 주제들, 즉 설계와 개발, 프로그래밍, C/C++와 UML 언어, 실시간 운영체제 고려사항, 네트워킹 등을 다룬다.",2014-08-28,https://image.aladin.co.kr/product/4505/40/cover500/8960775991_1.jpg,국내도서>컴퓨터/모바일>프로그래밍 개발/방법론>모바일/무선/임베디드 프로그래밍,0,0,1,,1,,False,,False,False,,1
JAVA 객체지향 디자인 패턴,정인상,한빛미디어,대덕소프트웨어마이스터고등학교,EM00015674,005.135 정68ㅈ c.5,체계적인 학습법을 바탕으로 설명하는 객체지향 디자인 패턴의 교과서. 자바와 UML을 중심으로 객체지향 이론이 무엇인지를 배운 다음 GoF에서 소개하는 디자인 패턴의 핵심 10가지를 알기 쉽게 소개한다.,2014-04-02,https://image.aladin.co.kr/product/3879/25/cover500/8968480915_1.jpg,국내도서>컴퓨터/모바일>프로그래밍 개발/방법론>객체지향 프로그래밍/UML,0,0,1,,1,,False,,False,False,,1
JAVA 객체지향 디자인 패턴,정인상,한빛미디어,대덕소프트웨어마이스터고등학교,IT00005404,005.135 정68ㅈ c.8,체계적인 학습법을 바탕으로 설명하는 객체지향 디자인 패턴의 교과서. 자바와 UML을 중심으로 객체지향 이론이 무엇인지를 배운 다음 GoF에서 소개하는 디자인 패턴의 핵심 10가지를 알기 쉽게 소개한다.,2014-04-02,https://image.aladin.co.kr/product/3879/25/cover500/8968480915_1.jpg,국내도서>컴퓨터/모바일>프로그래밍 개발/방법론>객체지향 프로그래밍/UML,0,0,1,,1,,False,,False,False,,1
자바 퍼즐러,조슈아 블로크,한빛미디어,대덕소프트웨어마이스터고등학교,EM00015678,005.13 블295ㅈ c.4,97가지 퍼즐로 배우는 자바책. 이 책은 자바 언어에 내재된 근원적 오묘함에서 오는 위험과 함정을 퍼즐이라는 흥미 있는 형태로 풀어간다.,2014-12-04,https://image.aladin.co.kr/product/4959/71/cover500/896848144x_1.jpg,국내도서>컴퓨터/모바일>프로그래밍 언어>자바,0,0,1,,1,,False,,False,False,,1
자바스크립트 자료구조와 알고리즘,마이클 맥밀런,한빛미디어,대덕소프트웨어마이스터고등학교,EM00015683,005.13 맥38ㅈ c.4,,2014-08-30,https://image.aladin.co.kr/product/4570/75/cover500/8968481229_1.jpg,국내도서>컴퓨터/모바일>컴퓨터 공학>자료구조/알고리즘,0,0,1,,1,,False,,False,False,,1
자바스크립트를 말하다,알셀 라우슈마이어,한빛미디어,대덕소프트웨어마이스터고등학교,EM00015687,005.13 라66ㅈ c.3,"자바스크립트의 기초부터 깊은 곳까지 담고 있는 책. 언어적 특성, 배경, 스타일 가이드, 관련 도구와 라이브러리는 물론이고 핵심을 찌르는 코드 예제까지, 자바스크립트의 거의 모든 것을 담았다. 자바스크립트 기본기를 탄탄히 하려는 모든 개발자에게 권한다.",2014-09-19,https://image.aladin.co.kr/product/4620/49/cover500/8968481199_1.jpg,국내도서>컴퓨터/모바일>웹디자인/홈페이지>HTML/JavaScript,0,0,1,,1,,False,,False,False,,1
자바스크립트를 말하다,알셀 라우슈마이어,한빛미디어,대덕소프트웨어마이스터고등학교,EM00015689,005.13 라66ㅈ c.5,"자바스크립트의 기초부터 깊은 곳까지 담고 있는 책. 언어적 특성, 배경, 스타일 가이드, 관련 도구와 라이브러리는 물론이고 핵심을 찌르는 코드 예제까지, 자바스크립트의 거의 모든 것을 담았다. 자바스크립트 기본기를 탄탄히 하려는 모든 개발자에게 권한다.",2014-09-19,https://image.aladin.co.kr/product/4620/49/cover500/8968481199_1.jpg,국내도서>컴퓨터/모바일>웹디자인/홈페이지>HTML/JavaScript,0,0,1,,1,,False,,False,False,,1
 재미있는 게임을 만드는 게임 밸런스 이야기,손형률,한빛미디어,대덕소프트웨어마이스터고등학교,EM00015690,691.15 손94ㄱ,"게임 밸런스를 맞추기 위한 수학적 모델을 수치 데이터로 보여주는 책. 게임 기획 단계에서 게임에 존재하는 다양한 수치 데이터의 밸런스를 조절하여 성공하는 게임을 만들 수 있는 방법을 제시하고, 시대와 상관없이 언제나 동일하게 적용되는 게임 밸런스 원리를 제시한다.",2014-04-02,https://image.aladin.co.kr/product/3889/1/cover500/896848029x_1.jpg,국내도서>컴퓨터/모바일>프로그래밍 개발/방법론>게임 프로그래밍,0,0,1,,1,,False,,False,False,,1
 재미있는 게임을 만드는 게임 밸런스 이야기,손형률,한빛미디어,대덕소프트웨어마이스터고등학교,EM00015693,691.15 손94ㄱ c.4,"게임 밸런스를 맞추기 위한 수학적 모델을 수치 데이터로 보여주는 책. 게임 기획 단계에서 게임에 존재하는 다양한 수치 데이터의 밸런스를 조절하여 성공하는 게임을 만들 수 있는 방법을 제시하고, 시대와 상관없이 언제나 동일하게 적용되는 게임 밸런스 원리를 제시한다.",2014-04-02,https://image.aladin.co.kr/product/3889/1/cover500/896848029x_1.jpg,국내도서>컴퓨터/모바일>프로그래밍 개발/방법론>게임 프로그래밍,0,0,1,,1,,False,,False,False,,1
즐거운 리버싱,아이오쿠켄지,비제이퍼블릭,대덕소프트웨어마이스터고등학교,EM00015710,005.16 아68ㅈ,"철통보안 시리즈 23권. 이 책은 기본적인 어셈블러부터 최신 응용사례를 살펴보며 리버싱 전반에 대해 설명한다. 또한 소프트웨어의 취약점을 이용한 공격 방법을 알아보고 그것으로부터 소프트웨어를 지키는 기술, 자존적으로 처리를 실행시키는 기술에 대해 배울 수 있다.",2014-10-08,https://image.aladin.co.kr/product/4643/37/cover500/8994774793_1.jpg,국내도서>컴퓨터/모바일>OS/Networking>네트워크 보안/해킹,0,0,1,,1,,False,,False,False,,1
처음 시작하는 인텔 갈릴레오,매트 리처드슨,한빛미디어,대덕소프트웨어마이스터고등학교,EM00015727,005 리83ㅊ c.3,아두이노와 호환하는 인텔 갈릴레오 보드의 입문서. 2013년에 발표한 갈릴레오 1세대와 2014년 7월에 발표한 갈릴레오 2세대를 모두 분석했다. 또한 기본 사용 방법과 아두이노로는 할 수 없는 인텔 갈릴레오 고유의 프로젝트까지 모두 다루고 있다.,2014-11-01,https://image.aladin.co.kr/product/4811/49/cover500/8968481318_1.jpg,국내도서>컴퓨터/모바일>컴퓨터 공학>마이크로프로세서,0,0,1,,1,,False,,False,False,,1
 알기쉽게 해설한 컴퓨터 구조,이창희,정익사,대덕소프트웨어마이스터고등학교,EM00015730,004.22 이82ㅋ,,2014-08-05,https://image.aladin.co.kr/product/4327/1/cover500/8935305170_1.jpg,국내도서>컴퓨터/모바일>컴퓨터 공학>컴퓨터공학/전산학 개론,0,0,1,,1,,False,,False,False,,1
 알기쉽게 해설한 컴퓨터 구조,이창희,정익사,대덕소프트웨어마이스터고등학교,EM00015732,004.22 이82ㅋ c.3,,2014-08-05,https://image.aladin.co.kr/product/4327/1/cover500/8935305170_1.jpg,국내도서>컴퓨터/모바일>컴퓨터 공학>컴퓨터공학/전산학 개론,0,0,1,,1,,False,,False,False,,1
컴퓨터 아키텍처,우종정,한빛아카데미,대덕소프트웨어마이스터고등학교,EM00015743,004.22 우75ㅋ c.4,"컴퓨터의 기본적인 개념에서부터 성능, 프로세서 설계, 메모리 및 입출력장치, 더 나아가 성능 향상에 사용되는 고급 기술까지 최신 컴퓨터 구성과 동작의 원리를 이해하는 데 필요한 전반적인 내용을 다룬다.",2014-08-08,https://image.aladin.co.kr/product/4480/42/cover500/6000755518_1.jpg,국내도서>컴퓨터/모바일>컴퓨터 공학>컴퓨터공학/전산학 개론,0,0,1,,1,,False,,False,False,,1
컴퓨터 아키텍처,우종정,한빛아카데미,대덕소프트웨어마이스터고등학교,EM00015744,004.22 우75ㅋ c.5,"컴퓨터의 기본적인 개념에서부터 성능, 프로세서 설계, 메모리 및 입출력장치, 더 나아가 성능 향상에 사용되는 고급 기술까지 최신 컴퓨터 구성과 동작의 원리를 이해하는 데 필요한 전반적인 내용을 다룬다.",2014-08-08,https://image.aladin.co.kr/product/4480/42/cover500/6000755518_1.jpg,국내도서>컴퓨터/모바일>컴퓨터 공학>컴퓨터공학/전산학 개론,0,0,1,,1,,False,,False,False,,1
케스케이딩 완벽 가이드,파코 네이션,한빛미디어,대덕소프트웨어마이스터고등학교,EM00015745,005.76 네68ㅋ,하둡 에코시스템을 워크플로우 기반으로 손쉽게 관리하는 케스케이딩으로 애플리케이션을 작성하는 방법을 보여주는 책. 이 책 전반에서 다루는 간단한 예제들을 통해 대규모 클러스터에서 대규모 데이터셋을 효과적으로 분석하는 방법을 배우게 될 것이다.,2014-01-30,https://image.aladin.co.kr/product/3546/52/cover500/896848077x_1.jpg,국내도서>컴퓨터/모바일>프로그래밍 개발/방법론>프로그래밍 기초/개발 방법론,0,0,1,,1,,False,,False,False,,1
코어 파이썬 애플리케이션 프로그래밍,웨슬리 천,에이콘,대덕소프트웨어마이스터고등학교,EM00015787,005.11 천66ㅋ c.8,,2014-01-29,https://image.aladin.co.kr/product/3547/4/cover500/8960775215_1.jpg,국내도서>컴퓨터/모바일>프로그래밍 언어>파이썬,0,0,1,,1,,False,,False,False,,1
코어 파이썬 애플리케이션 프로그래밍,웨슬리 천,에이콘,대덕소프트웨어마이스터고등학교,EM00015752,005.11 천66ㅋ c.3,,2014-01-29,https://image.aladin.co.kr/product/3547/4/cover500/8960775215_1.jpg,국내도서>컴퓨터/모바일>프로그래밍 언어>파이썬,0,0,1,,1,,False,,False,False,,1
클라이언트 서버 웹 앱 만들기,캐지미어 새터노스,한빛미디어,대덕소프트웨어마이스터고등학교,EM00015768,005.11 새884ㅋ c.4,"자바와 자바스크립트로 REST 방식 웹 앱을 만드는 데 필요한 클라이언트-서버 기술을 모두 담은 지침서다. 제이쿼리, 앵귤러JS를 비롯한 각종 최신 기술을 활용하여 리치하고 확장성 있는 웹 앱을 개발하는 방법을 제시한다.",2014-10-30,https://image.aladin.co.kr/product/4780/95/cover500/8968481342_1.jpg,국내도서>컴퓨터/모바일>프로그래밍 개발/방법론>웹 서비스/웹 프로그래밍,0,0,1,,1,,False,,False,False,,1
파이썬 해킹 입문,조성문,이한디지털리(프리렉),대덕소프트웨어마이스터고등학교,EM00015795,004.67 조54ㅍ,해킹 입문서. 이 책은 저렴한 비용으로 쉽고 빠르게 공부할 수 있는 책이다. 책에 있는 모든 코드는 별도의 장비 없이 PC 한 대만 있으면 테스트할 수 있다. 모든 코드는 직접 실행해서 결과를 확인할 수 있다.,2014-12-08,https://image.aladin.co.kr/product/4957/82/cover500/8965400899_1.jpg,국내도서>컴퓨터/모바일>OS/Networking>네트워크 보안/해킹,0,0,1,,1,,False,,False,False,,1
파이썬을 활용한 베이지안 통계,앨런 B. 다우니,한빛미디어,대덕소프트웨어마이스터고등학교,EM00015803,413.8 다66ㅍ c.4,"베이지안 통계를 마주하는 데는 프로그래밍으로 충분하다. 이 책을 읽고 나면 통계 문제를 수식 대신 파이썬 코드로, 연속 확률 분포 대신 이산 확률 분포를 사용해서 풀 수 있게 된다. 베이지안 기초 지식을 이해하고, 통계 기법 하나하나를 실생활 문제에 적용해보자.",2022-06-30,https://image.aladin.co.kr/product/29679/72/cover500/k602838281_2.jpg,국내도서>컴퓨터/모바일>프로그래밍 언어>파이썬,0,0,1,,1,,False,,False,False,,1
프로그래머처럼 생각하기,안톤 스프라울,에이콘,대덕소프트웨어마이스터고등학교,EM00015820,005.1 스897ㅍ,프로그래밍 입문자를 위한 책인 동시에 어떤 문제에 대한 해결책을 프로그래밍으로 구현하려 할 때 막막함을 한 번이라도 느껴본 적이 있는 모든 이들을 위한 책.,2014-09-26,https://image.aladin.co.kr/product/4641/66/cover500/8960776149_1.jpg,국내도서>컴퓨터/모바일>프로그래밍 개발/방법론>프로그래밍 기초/개발 방법론,0,0,1,,1,,False,,False,False,,1
프로그래머처럼 생각하기,안톤 스프라울,에이콘,대덕소프트웨어마이스터고등학교,EM00015824,005.1 스897ㅍ c.5,프로그래밍 입문자를 위한 책인 동시에 어떤 문제에 대한 해결책을 프로그래밍으로 구현하려 할 때 막막함을 한 번이라도 느껴본 적이 있는 모든 이들을 위한 책.,2014-09-26,https://image.aladin.co.kr/product/4641/66/cover500/8960776149_1.jpg,국내도서>컴퓨터/모바일>프로그래밍 개발/방법론>프로그래밍 기초/개발 방법론,0,0,1,,1,,False,,False,False,,1
프로페셔널 TFS,에드 블랜켄쉽,비제이퍼블릭,대덕소프트웨어마이스터고등학교,EM00015836,005.5 블293ㅍ c.2,"소프트웨어 프로젝트 성공을 위한 Team Foundation Server 지침서이다. TFS의 새로운 기능 및 업데이트된 기능을 중심으로 여러분의 개발 환경에 맞게 TFS를 사용하는 방법과 커스터마이징하는 방법, 그리고 기능을 확장하는 방법에 대해 자세히 설명한다.",2014-01-06,https://image.aladin.co.kr/product/3408/14/cover500/8994774548_1.jpg,국내도서>컴퓨터/모바일>프로그래밍 개발/방법론>윈도우 프로그래밍,0,0,1,,1,,False,,False,False,,1
스프링 퀵 스타트,채규태,루비페이퍼,대덕소프트웨어마이스터고등학교,IT00009197,005.11 채16ㅅ c.4,"이 책은 스프링 프레임워크의 핵심 개념을 단계별 실습으로 깨우친다. 실습 예제는 개발 현장에서 유용한 기능을 중심으로 구성하였으며, 마지막 5일차 실습까지 마무리하면 스프링의 핵심 기능들이 모두 적용된 게시판 프로그램을 완성할 수 있다.",2021-11-26,https://image.aladin.co.kr/product/8646/43/cover500/k782535789_1.jpg,국내도서>컴퓨터/모바일>프로그래밍 개발/방법론>웹 서비스/웹 프로그래밍,0,0,1,,1,,False,,False,False,,1
HTTP 완벽 가이드,데이빗 고울리,인사이트(insight),대덕소프트웨어마이스터고등학교,IT00003807,004.583 고66ㅇ,HTTP 규약이 어떻게 동작하고 웹 기반 애플리케이션을 개발하는 데 어떻게 사용하는지 설명한다. 하지만 이 책은 단순히 HTTP에 대해서만 다루지는 않는다. HTTP가 효율적으로 동작하도록 함께 사용하는 다른 핵심 인터넷 기술에 대해서도 다룬다.,2014-12-15,https://image.aladin.co.kr/product/4973/15/cover500/8966261205_1.jpg,국내도서>컴퓨터/모바일>프로그래밍 개발/방법론>웹 서비스/웹 프로그래밍,0,0,1,,1,,False,,False,False,,1
구글 해킹,조니 롱 빌 가드너 저스틴 브라운,에이콘,대덕소프트웨어마이스터고등학교,IT00003811,004.61 롱75ㄱ,에이콘 해킹 보안 시리즈. 이 책은 모의 해킹/침투 테스트 업무 시 사전 정보 획득을 위해 필요한 구글 해킹 기법에 대해 설명한다.,2016-07-22,https://image.aladin.co.kr/product/8691/62/cover500/8960778842_1.jpg,국내도서>컴퓨터/모바일>OS/Networking>네트워크 보안/해킹,0,0,1,,1,,False,,False,False,,1
실전 악성코드와 멀웨어 분석,마이클 시코스키 앤드류 호닉,에이콘출판사,대덕소프트웨어마이스터고등학교,IT00016377,004.661 시875ㅅ c.4,"에이콘 해킹과 보안 시리즈 45. 이 책은 악성코드 분석의 초심자를 비롯해 중고급자에게 충분한 지식을 전달할 수 있게 구성되었으며, 악성코드 분석 기법과 사용 도구, 그리고 악성코드 분석의 고급 기법을 다룬다.",2013-10-29,https://image.aladin.co.kr/product/3224/2/cover500/8960774871_1.jpg,국내도서>컴퓨터/모바일>OS/Networking>네트워크 보안/해킹,0,0,1,,1,,False,,False,False,,1
실전 악성코드와 멀웨어 분석,마이클 시코스키 앤드류 호닉,에이콘출판사,대덕소프트웨어마이스터고등학교,IT00003816,004.661 시875ㅅ,"에이콘 해킹과 보안 시리즈 45. 이 책은 악성코드 분석의 초심자를 비롯해 중고급자에게 충분한 지식을 전달할 수 있게 구성되었으며, 악성코드 분석 기법과 사용 도구, 그리고 악성코드 분석의 고급 기법을 다룬다.",2013-10-29,https://image.aladin.co.kr/product/3224/2/cover500/8960774871_1.jpg,국내도서>컴퓨터/모바일>OS/Networking>네트워크 보안/해킹,0,0,1,,1,,False,,False,False,,1
악성코드 분석가의 비법서,마이클 할레 라이 스티븐 어드에어,에이콘출판사,대덕소프트웨어마이스터고등학교,IT00003817,004.66 라68ㅇ,악성코드 분석에 필요한 여러 비법을 소개한 책이다. 악성코드 분석 환경 구축에서 다양한 자동화 분석 도구를 이용한 분석 방법까지 차근히 설명한다. 또한 디버깅과 포렌식 기법까지 상당히 넓은 영역을 난이도 있게 다루므로 악성코드 분석 전문가도 십분 활용할 수 있는 참고 도서다.,2012-05-22,https://image.aladin.co.kr/product/1672/24/cover500/8960773018_1.jpg,국내도서>컴퓨터/모바일>OS/Networking>네트워크 보안/해킹,0,0,1,,1,,False,,False,False,,1
쉽 게 배 우 는 Jira project 애자일 스크럼 프로젝트 관리,안재성,JSCAMPUS,대덕소프트웨어마이스터고등학교,IT00013783,005.133 안73ㅅ,,,,,0,0,1,,1,,False,,False,False,,1
쉽 게 배 우 는 Jira project 애자일 스크럼 프로젝트 관리,안재성,JSCAMPUS,대덕소프트웨어마이스터고등학교,IT00013903,005.133 안73ㅅ c.8,,,,,0,0,1,,1,,False,,False,False,,1
쉽 게 배 우 는 Jira project 애자일 스크럼 프로젝트 관리,안재성,JSCAMPUS,대덕소프트웨어마이스터고등학교,IT00013901,005.133 안73ㅅ c.6,,,,,0,0,1,,1,,False,,False,False,,1
 Do it  스위프트로 아이폰 앱 만들기,송호정 이범근,이지스퍼블리싱,대덕소프트웨어마이스터고등학교,IT00013807,005.58 송95스 c.4,아이폰 앱 개발 분야 1위 도서인 《Do it! 스위프트로 아이폰 앱 만들기 입문》이 최신 버전을 반영하여 전면 개정되었다. 2025년 최신 개정판은 스위프트 6.0과 Xcode 16을 반영하여 실습 화면과 내용을 보강했다.,2025-03-07,https://image.aladin.co.kr/product/35935/10/cover500/k002037708_1.jpg,국내도서>컴퓨터/모바일>모바일 프로그래밍>아이폰/아이패드,0,0,1,,1,,False,,False,False,,1
 Do it  스위프트로 아이폰 앱 만들기,송호정 이범근,이지스퍼블리싱,대덕소프트웨어마이스터고등학교,IT00013810,005.58 송95스 c.7,아이폰 앱 개발 분야 1위 도서인 《Do it! 스위프트로 아이폰 앱 만들기 입문》이 최신 버전을 반영하여 전면 개정되었다. 2025년 최신 개정판은 스위프트 6.0과 Xcode 16을 반영하여 실습 화면과 내용을 보강했다.,2025-03-07,https://image.aladin.co.kr/product/35935/10/cover500/k002037708_1.jpg,국내도서>컴퓨터/모바일>모바일 프로그래밍>아이폰/아이패드,0,0,1,,1,,False,,False,False,,1
 Do it  스위프트로 아이폰 앱 만들기,송호정 이범근,이지스퍼블리싱,대덕소프트웨어마이스터고등학교,IT00013813,005.58 송95스 c.10,아이폰 앱 개발 분야 1위 도서인 《Do it! 스위프트로 아이폰 앱 만들기 입문》이 최신 버전을 반영하여 전면 개정되었다. 2025년 최신 개정판은 스위프트 6.0과 Xcode 16을 반영하여 실습 화면과 내용을 보강했다.,2025-03-07,https://image.aladin.co.kr/product/35935/10/cover500/k002037708_1.jpg,국내도서>컴퓨터/모바일>모바일 프로그래밍>아이폰/아이패드,0,0,1,,1,,False,,False,False,,1
플러터 앱 프로그래밍,조준수,이지스퍼블리싱,대덕소프트웨어마이스터고등학교,IT00013818,005.58 조76ㅍ c.5,"플러터의 기초부터 고급 활용법까지 다루어 다양한 영역에서 실용적으로 앱을 만드는 방법을 소개한다. 특별히 HTTP 통신이나 네이티브 소스와 연동하는 방법, 파이어베이스를 이용해 서버 없이 데이터를 저장하거나 불러오고, 앱 사용자 분석, 푸시 알림을 보내는 방법도 다룬다.",2021-09-08,https://image.aladin.co.kr/product/27849/87/cover500/k342734681_1.jpg,국내도서>컴퓨터/모바일>모바일 프로그래밍>안드로이드,0,0,1,,1,,False,,False,False,,1
플러터 앱 프로그래밍,조준수,이지스퍼블리싱,대덕소프트웨어마이스터고등학교,IT00013822,005.58 조76ㅍ c.9,"플러터의 기초부터 고급 활용법까지 다루어 다양한 영역에서 실용적으로 앱을 만드는 방법을 소개한다. 특별히 HTTP 통신이나 네이티브 소스와 연동하는 방법, 파이어베이스를 이용해 서버 없이 데이터를 저장하거나 불러오고, 앱 사용자 분석, 푸시 알림을 보내는 방법도 다룬다.",2021-09-08,https://image.aladin.co.kr/product/27849/87/cover500/k342734681_1.jpg,국내도서>컴퓨터/모바일>모바일 프로그래밍>안드로이드,0,0,1,,1,,False,,False,False,,1
 그림으로 배우는 프로그래밍 구조,마스이 토시카츠,영진닷컴,대덕소프트웨어마이스터고등학교,IT00013854,005.1 마57ㅍ,"프로그래머가 어떻게 개발을 진행하고, 어떤 지식과 용어를 알아둬야 하는지 등 프로그래밍에 관한 넓고 다양한 주제를 다루고 있다. 프로그래밍의 개념부터 개발 공정, 언어별 특징, 알고리즘, 데이터, 웹 기술 등 개발자라면 꼭 알아야 기초 지식에 대해 쉽게 설명한다.",2021-08-25,https://image.aladin.co.kr/product/27753/56/cover500/8931465599_1.jpg,국내도서>컴퓨터/모바일>프로그래밍 언어>프로그래밍 언어 기타,0,0,1,,1,,False,,False,False,,1
러닝 리액트,알렉스 뱅크스,한빛미디어,대덕소프트웨어마이스터고등학교,IT00013869,005.118 뱅877ㄹ c.3,대규모 데이터 기반 웹사이트에서 페이지를 다시 요청하지 않고도 데이터 변화에 따라 화면을 교묘하게 변경하는 UI 제작법을 학습 로드맵에 맞춰 차근차근 설명한다. 그 과정에서 함수형 프로그래밍과 최신 ECMAScript 기능을 다양한 예제와 함께 안내한다.,2021-07-01,https://image.aladin.co.kr/product/27379/24/cover500/k912732351_1.jpg,국내도서>컴퓨터/모바일>웹디자인/홈페이지>HTML/JavaScript,0,0,1,,1,,False,,False,False,,1
